pool_id,mean_close,mean_feesusd,mean_high,mean_low,mean_open,mean_tick,mean_wethTokenprice,mean_otherTokenprice,mean_totalvaluelockedusd,mean_txcount,mean_volumewethToken,mean_volumeotherToken,mean_volumeusd,variance_close,variance_feesusd,variance_high,variance_low,variance_open,variance_tick,variance_wethTokenprice,variance_otherTokenprice,variance_totalvaluelockedusd,variance_txcount,variance_volumewethToken,variance_volumeotherToken,variance_volumeusd
0x00dce1deb188ee420ea8be0cf95888521fbc13a3,1756.1128088454213,94.44000642199005,0.0006025643215522951,0.0005620248110116162,0.0005811752825244028,74682.33802816902,0.0005785211277434443,1771.9312470159568,29354.387423284457,10.380281690140846,4.924549142567786,7768.234724045298,9444.000642199004,90558.23084954296,16887.69392497125,1.1027174453731296e-08,8.596938446710492e-09,9.856294017409394e-09,2497241.2324443115,9.429328856619395e-09,70137.95760973867,338873063.8447203,68.45010488462692,45.73587917804161,98265196.9978938,168876939.24971253
0x00e3620b44e0c9b7624f7982de866175cb01d5db,8.814616927628066,10.475286943378025,44.452283513075194,39.78498533442845,41.03337412850878,-37111.0,0.024573258982686523,41.07756467628402,9544.58463738102,10.0,1.9093727428572618,78.71756238399702,3491.762314459342,309.1496069247618,156.89714307130774,51.57768644949925,29.114739796318855,23.369361023247507,1250776.6666666667,7.923286467540405e-06,19.97542376498075,6464639.584291906,60.666666666666664,5.253976129413565,9330.50657842935,17433015.896811973
0x00ed26e794b949e18b142f9108429b74ce08ac99,325708.06514173036,1099.0656205605922,5.236568332996775e-06,3.860118740445162e-06,4.559325288107097e-06,-105093.73548387097,4.544675117545807e-06,329667.3150920323,173019.79438359413,116.50967741935484,61.827550588829624,13872492.79610402,109906.56205605922,38795010307.99491,2071007.0796936424,1.3658901544127963e-11,7.38318608448797e-12,1.021385651188966e-11,41595164.923083365,1.0497894733744627e-11,38628870824.944145,8549710353.878738,18756.654126518642,6918.803871980814,599145874686875.4,20710070796.93642
0x00ef3b7e122853ba088a1833f7bd3b5ad3dd0d32,2.61637834320494,30.93662278521092,1.3086799482320201e+37,1.3086799482320201e+37,1.3086799482320201e+37,112020.65384615384,1.3086799482320201e+37,3.44562923033933,832.4857636368342,1.7307692307692308,0.8763040584016457,1.0056935986146165,3093.6622785210925,7.271499135064798,17245.471257330697,4.452872337951862e+75,4.452872337951862e+75,4.452872337951862e+75,144559693932.3954,4.452872337951862e+75,10.452504625742227,2005443.4179480318,1.8846153846153846,11.710395047795698,4.4710287170746215,172454712.57330707
0x00f59b15dc1fe2e16cde0678d2164fd5ff10e424,2.3269432662610303e-06,166.47027317035077,708005.1631990336,501412.9515453345,632190.6829179759,-130808.88913773796,2.3283527614497204e-06,520086.52446528483,169144.23447548682,10.461366181410975,5.746496812938142,1644336.8538431793,16647.027317035074,1.7401484349326595e-12,649642.0310581164,10081661791909.281,34169364862.066128,9638617467514.41,18945851.9776061,1.735355552691749e-12,35175474065.27842,27101214211.298595,431.257754633698,505.44131258713395,15785930969830.006,6496420310.581164
0x00fe38f61a15108bdb8dd25e934d2510811d430b,2.1840714190000004e-08,157.23607892665058,46335523.96575436,40003398.74524336,42171042.44451887,30826.7,2.1840714190000004e-08,45894310.673344985,42486.08526418831,23.3,9.213105572740215,135592674.308503,15723.607892665055,1.3111942562481802e-18,197189.40791365973,4365663775556.5522,174582933674396.03,126037489194369.36,262647.1222222222,1.3111942562481802e-18,5266533853131.003,106746194.84077814,4049.5666666666666,724.8333689378095,1.1858375838935336e+17,1971894079.1365979
0x00fe6ea9521e72683f1151c8e6a6373705cecf7b,4.2224214559999997e-07,166.69894637123232,3709942.8337346567,2269549.5999894477,3709942.8337346567,-146801.0,4.2224214559999997e-07,2376168.6872825585,66864.78342165059,22.5,7.545074467760385,22773081.022840783,16669.894637123234,1.1794095177392781e-15,31581.958611697024,2928016573968.0776,1961091435.5681763,2928016573968.0776,663552.0,1.1794095177392781e-15,37350464408.14488,15605482.509069692,684.5,64.37656830534914,676720404764892.1,315819586.11697024
0x013a1bc8a8597ece80e42a7a8df706013e676566,32748344.723141354,19.24967367667446,6.489733075e-08,3.7380768016666665e-08,4.0607129599999996e-08,-35849.166666666664,4.085119971666667e-08,32748344.723141354,4691.689572592083,8.333333333333334,0.76828099471052,15257978.587199846,1924.9673676674454,530221279807543.9,819.5311039807451,4.330139591895629e-15,4.101279339263471e-16,3.272314932029348e-16,35600289.36666666,3.656963062911986e-16,530221279807543.9,5996442.345081037,109.46666666666665,1.289277337332651,267520268271227.34,8195311.039807451
0x013c34b1c9a364dd9f953ec024c71019dea01011,6.60004492834e-05,109.1837014713946,16377.202633604567,8567.781363967231,11083.34286863057,-96264.0,6.60004492834e-05,15151.412010938066,53625.8879436196,26.0,10.9902138986838,140711.7157314747,36394.56715713153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x013ee68ddf40cf86a6f27d526ec3a73b1cb863b4,1.104143426664286e-06,317.6641594262396,4.86081123629036e+37,2.43040561814518e+37,2.43040561814518e+37,-243118.2857142857,1.104143426664286e-06,4.86081123629036e+37,4409.882835738809,45.642857142857146,15.380770982192713,11477002.876472514,31766.41594262397,2.5733065850434015e-13,271047.02205694164,1.5266990872977816e+76,8.269620056196318e+75,8.269620056196318e+75,74477754400.98901,2.5733065850434015e-13,1.5266990872977816e+76,3430238.0498216683,3977.631868131867,632.7880289033076,323087060388450.0,2710470220.5694165
0x0157a85c76e529e95a8e7bf448d39e26e01e201a,47010718284.70401,163.6475121319081,243266862512.96777,184765909544.1947,196985457605.9396,-260808.33333333334,4.90305e-12,219802576672.52628,5462.406787576616,53.666666666666664,9.414631029613163,223956030351.26587,16364.751213190808,1.3260045801862824e+22,156983.91887119334,2.667619669485412e+21,1.004403074777391e+22,5.693117790584522e+21,9067281.066666666,2.2696649750000004e-24,3.948994965035813e+21,4872251.910096617,15893.06666666666,520.3770819934431,2.492087854901136e+23,1569839188.7119331
0x015b79c21b7d58e25bac7977711db280f0efa7e4,4524869.618320108,56.40819996086496,12017982.713736035,9659695.0662331,10770864.297330009,-38390.555555555555,2.7909140636666665e-07,9825262.149447272,7239.486063038838,32.333333333333336,9.779489079728984,116612388.78107087,18802.733320288316,184270005565142.0,12998.03517417842,267248041019848.22,181474418933359.3,217141597010417.75,120612441708.52779,3.6891056480981495e-14,178821147222147.3,121553582.42368044,1525.25,391.59860923900925,6.430229526445248e+16,1444226130.4642692
0x0188c28ea32d7860334be1a8068cfbadce18f1d9,65746044.045254715,33.81433124579108,3.065485823226244e-07,2.85617261979638e-07,2.995816064434389e-07,-45871.2850678733,2.977248625524887e-07,66445538.46689711,38976.62259208241,6.746606334841629,1.939194499781333,23015087.878144026,3381.433124579109,4.475945909331458e+16,3567.5591447812158,1.0440403595524312e-13,9.672006889763025e-14,1.0174504463118054e-13,344623551.16836685,1.0176829289436943e-13,4.472303539292564e+16,1174119730.3890123,64.7173179761415,12.266108371807302,3119015068194813.5,35675591.44781215
0x01949723055a451229c7ba3a817937c966748f76,9.472621579137147,584.4527269858752,9502.881415519632,8965.336219740311,9231.971401650042,-90670.63288521199,0.00012466817134907415,9244.803389676634,358596.725886457,17.241985522233712,22.484213565138937,178637.14603314138,58445.27269858753,86767.1668591991,1926725.135093877,9775184.70283146,9194429.597071365,9326924.340655737,14366384.112499224,2.7435263340487285e-09,9335208.273885421,30716253510.9122,550.0366204842622,1843.660652799722,111744157217.60265,19267251350.93877
0x01a8227d4e7c3068ad1000c97a059af5c5fa3476,1533.9970239228396,12991.449023634044,238629.73451649823,203458.1381527522,215508.91174082112,-122238.26,5.3301120048969985e-06,216451.45838875053,5757514.179610211,360.11,675.7769295915899,154016157.9984856,1299144.9023634042,235314685.31244606,749749038.2721747,10657996648.997421,4598973837.357686,4877322413.004705,14242401.386262625,6.5774945186615665e-12,4861623450.739061,12372038772434.572,1727905.9170707073,2705944.642070343,1.0628281631456501e+17,7497490382721.747
0x01bbf165ae1c7ca106f8a10d0d3c25b50475e53f,1.5632333333333334e-12,5045.316749450151,1575145955796.6182,1203862750352.5266,1575145955783.7224,-275115.8333333333,1.5632333333333334e-12,1203862750365.4226,34123.28621729179,178.33333333333334,275.8465403854387,537490642148.10895,504531.67494501517,1.8917981866666664e-24,152727688.83235517,1.1073186237356598e+24,1.00526003589538e+24,1.1073186237519846e+24,80223805.36666666,1.8917981866666664e-24,1.0052600358905464e+24,4513474.9134537,186985.46666666667,456536.4010695697,1.7117049275577418e+24,1527276888323.5518
0x01bd7aa442ceaaa41f336758a84f3abd1138c4e7,220309.13017321282,6.958682254883898,4.918276929186111e-06,4.888315054280556e-06,4.908135801080556e-06,122792.59722222222,4.897726289106944e-06,227113.52599892806,41406.2215458607,1.3333333333333333,0.48096116866851485,105556.4170926204,695.8682254883898,7177397537.057024,26.187453909045775,2.411171410039533e-12,2.35104694191923e-12,2.3778277788489636e-12,10912371.962245695,2.3792646517034306e-12,5908609169.456851,140447679.69101307,0.4788732394366197,0.16329699369424094,6736583996.871878,261874.53909045772
0x01e6208c8d0410acd6c3bc50c787f3509235bd06,669.9061789251698,24.341412621890935,0.0015344461673518761,0.001491535674454376,0.0015076583557988073,65088.55223880597,0.0015147941826500044,682.6082960511368,26611.80633250061,2.791044776119403,0.7608287896028171,492.29421237935816,2434.1412621890927,24063.371162699485,968.5472950524627,7.475897776638367e-08,6.43231615568131e-08,6.872953069654789e-08,3403912.766169154,6.949330418697048e-08,17597.125838730917,232473950.12906134,4.773857982813208,0.9599232134711466,404751.57925551856,9685472.95052463
0x01e7c0dd17ed5fcee3d08f27f10c9f095b20d999,47.976199466253476,1.476962033569654,1070.657763397867,960.1708481538146,1047.4229018514675,-68608.39285714286,0.0010751748252406108,981.2688968882596,8100.238053951881,17.357142857142858,0.30223535000691953,324.82451437239035,492.3206778565514,64445.11851171548,4.080392481224549,142410.43947547112,63789.51185802967,143311.95885481362,5573238.543650794,5.3205136787773195e-08,63579.65024660207,3932992.734570675,540.9788359788358,0.18776803410040793,246159.9298867862,453376.9423582832
0x01eee3ad3c5169b49d3e0447d72460f9c0ab98f0,6940841007.36919,29.099364804781494,43211170909.86918,35253573620.024315,41118471548.8306,-244539.23076923078,2.4136515384615382e-11,41861253713.9937,13144.533098736742,10.307692307692308,1.557548745299671,40705559566.76791,2909.9364804781503,2.8704722412476423e+20,3431.0375881719756,9.725296837705849e+18,1.381345682354113e+20,2.5561943890122895e+19,1119050.358974359,7.342056509743587e-24,1.7437168871119088e+19,50823443.05362717,374.73076923076945,9.76879749881591,5.757647211174609e+21,34310375.881719746
0x01fced9420b37f9b5dee28af7e692c283d987bc5,1785275595822.7156,14.27269529291558,24614543317192.242,24163536131638.56,24614543317192.242,-123738.45454545454,4.3099999999999994e-14,24163536131638.56,17761.28617238723,2.090909090909091,0.556904658855419,14119082327729.217,1427.269529291558,3.5059298483441677e+25,260.6399469712655,3.042703996273794e+25,3.1140118065216178e+25,3.042703996273794e+25,4607387.2727272725,7.230200000000003e-29,3.1140118065216178e+25,113450882.77095611,2.6909090909090914,0.43018941898882385,2.809498333303862e+26,2606399.4697126546
0x0205984f283fd616cfcdf659dd66ba1d5f8c4804,484584.7575604195,153.73120467864243,2.495532362474839e-05,4.074927904008064e-06,7.293669157982257e-06,126916.91935483871,4.964638721890322e-06,762677.0259610183,7374.292015637048,7.870967741935484,3.440341940365124,148635.9833871781,15373.120467864243,957490437398.0576,1096323.5221104207,1.7065338613168672e-08,9.201563826310354e-12,9.532042657120478e-11,132011256.00978318,2.275981493106445e-11,2219827536658.0815,3706572.601649773,1048.0814383923846,510.216022652373,386620593993.98474,10963235221.104208
0x02178ec58822a93b29921448f209383bbecc90ea,43.11476192171888,17.43512120031793,4.418919305718509e+36,4.418919305718509e+36,4.418919305718509e+36,-60909.90909090909,0.008020361649528036,4.418919305718509e+36,44316.13113545478,2.3506493506493507,0.5747734196588662,59.88948133308431,1743.5121200317928,26049.740862765724,1259.0387589461648,1.5035672829447851e+75,1.5035672829447851e+75,1.5035672829447851e+75,9152412359.215311,1.788751472005573e-05,1.5035672829447851e+75,543035572.6177052,6.309637730690363,1.266776492922225,5779.069678761743,12590387.589461649
0x021ab4a498448d2612dfb4b93b9e4ed19729df54,24372.535891817697,49.89041486508582,0.002510571788832886,5.564285790879165e-05,7.971464404521941e-05,99285.55145631068,5.800551822349126e-05,24487.348602953294,56751.71265053789,13.168932038834951,9.208086296175722,251768.60179890462,16630.13828836194,203942550.46569893,16973.253899620817,0.002050503242000279,9.677226874806215e-10,8.063865819471975e-08,36598543.09219145,1.0729159415188028e-09,205123817.08139363,4500671885.262254,363.6737410751388,625.9166713406296,236583494068.75888,1885917099.9578688
0x02249fbc47437a07a88ad7a124f2da9610856920,49209359043921.086,487.7176275550374,1.1799545454545455e-13,4.772954545454546e-14,8.285909090909092e-14,310371.2727272727,7.692499999999999e-14,50157285434563.98,47023.208124268735,104.63636363636364,26.25625654103545,225055526207036.62,48771.76275550374,1.7445661430286786e+27,858288.4741181402,3.0510089281183936e-26,4.518273292811839e-27,1.47351899154334e-26,149947830.90063426,1.3163401453488375e-26,1.6886396573362833e+27,313620577.671357,38677.72515856237,2609.1901929456976,3.0008826071074115e+29,8582884741.1814
0x0229ff553e51af23c6261037f1b643f3a759e678,2690217267.451096,70.468821773342,11958987356.743902,5871328567.164715,11277663264.891682,-230010.33333333334,1.0607809999999999e-10,10113738775.455471,3897.6254745387982,36.0,3.5553566134196335,20501260086.5173,7046.8821773342,2.171180683827612e+19,12078.318643992263,1.8553974797827113e+19,1.0326967864854241e+19,2.14628720843239e+19,10640833.333333334,9.534699652799998e-22,1.2522613138979533e+19,10757890.174588623,2401.0,30.80093979050516,8.867342388881074e+20,120783186.43992263
0x0234b959f3e26d8be28237079ed3d21a31a7e040,28437304.14448242,1664.9852816446855,4.72169815e-08,1.5581373549999998e-08,2.08471978e-08,171106.5,3.91265203e-08,28437304.14448242,339060.82090990175,408.0,283.0901305293405,12349957601.654186,554995.0938815619,163752909829761.3,297691.1471893794,6.133279946376003e-16,1.893802788514604e-16,4.498026276468841e-16,21733824.5,3.099949604012851e-16,163752909829761.3,6100997763.243845,26450.0,6678.619989192557,2.898040154893083e+19,33076794132.153316
0x0236d30f9d33ca8898d7f258357f572e863192dc,0.0003868659743948167,0.44342712349094837,2679.5776262574927,2504.368992576457,2504.5320658508786,-78772.5,0.0003868659743948167,2679.423185606782,10847.336609688187,4.666666666666667,0.5604741864946269,1292.0856296115749,886.8542469818967,8.138323010397652e-09,0.5823491429333673,244737.91571481928,369474.20736177714,369575.69741125504,4306097.1,8.138323010397652e-09,244686.08720898005,5741541.140269761,23.066666666666666,0.9201081889694003,3994786.0367712453,2329396.5717334687
0x02469e30dd450de2e9de00d49d679f1d1d774ada,14.590076376841848,215.7406789010994,1478.6914226917668,1417.8493867128172,1443.6897909706358,-72330.22259887005,0.0007550667162181881,1444.9857878991716,454329.0629164307,9.833898305084746,10.86855229634707,15474.60365293595,21574.067890109935,25558.48116423839,136105.4545389862,196533.39407371456,172733.03979145753,181701.05733266522,8751431.818040749,5.215524852658199e-08,182747.856219078,120697168319.02998,126.68844236521205,339.57310299962745,665632557.3737578,1361054545.3898623
0x025068c78dcf3d03c2277280c38cbcc7176e98da,29853790.06853275,105.90903268146648,187993633.51495826,128438326.45314097,131553011.45460923,20854.0,1.4544964233333333e-08,157854249.147827,80255.42337536778,36.833333333333336,19.381592913619265,660478564.0772458,35303.01089382216,5347492688736141.0,26859.634445673913,89740407196640.78,7635183361343640.0,6820380662692584.0,97630874.4,5.036355785281895e-16,4859520787632840.0,17176211646.38446,2943.7666666666664,897.2492425620527,9.581251790734436e+17,2984403827.2971015
0x0254a309f5140d457c0699e2cd0457a692a69cc4,1.2648951172502798e+46,674.5841531099159,8.221818262126819e+46,1.8973426758754197e+46,3.1622377931256995e+46,123329.73977695167,0.0001339661878702656,5.059580469001119e+46,268164.0873174593,20.33828996282528,22.63324785598509,179445.94101516233,67458.41531099158,4.295876783569548e+94,3070638.7883688854,2.735014836554306e+95,6.43179313211672e+94,1.0679581742735863e+95,15508899404.159348,7.1354121285262496e-09,1.699115444247657e+95,30821137860.623108,1321.974732265858,1780.0591440834742,60181458428.69287,30706387883.68886
0x0254aecaf8175c70f1afaf68944094c2a662c477,1.0002679333333333e-07,2.758060087710211,9997437.725393012,9994913.024528874,9994913.024528874,-161186.66666666666,1.0002679333333333e-07,9997321.925624833,5432.791025308698,3.3333333333333335,0.27211174885490497,2719061.725164249,919.3533625700702,8.175325971234473e-22,13.497690656569356,9353222.751114551,1784006.3926696917,1784006.3926696917,8.333333333333332,8.175325971234473e-22,8169196.9966889415,354966.3753287182,16.333333333333332,0.13236586291542907,13234749204143.832,1499743.4062854834
0x026998fcba74c8689c5706e513e21815e4364ea8,53220095.85743473,51.36419206815537,5.680794774166667e-07,1.0447662153333332e-07,3.2259434424999994e-07,163108.16666666666,2.628088355166667e-07,56191490.54266705,5286.778399122794,25.0,3.1832338613236164,9169210.562072959,5136.419206815536,1.3035688039879328e+16,5272.239862433858,6.123895677488382e-13,1.1455293021627554e-14,1.405888265022065e-13,371593011.3666666,1.6572418378342898e-13,1.270913217418388e+16,52572671.399311274,1032.4,20.102894998568726,91614353982320.22,52722398.62433858
0x0275bc3237a295ad331588d98a6a2fcad686342d,196587.94802946222,11.135998946450018,1.0408389657739195e-05,9.8634174414603e-06,1.0119159655968089e-05,118262.15577889448,1.0142290034432662e-05,200114.66590661282,36527.43730565322,2.2311557788944723,0.5183149705604341,66125.4435281226,1113.5998946450018,34482535769.928734,325.30662585701253,6.25692815852252e-11,5.471226094220591e-11,5.835036105596168e-11,75037637.60791363,5.794123311881235e-11,34413436560.89344,769665510.30209,2.4250218346138754,0.4108778531514202,5415920820.769626,3253066.2585701244
0x028471fab51e039164d68d6edc3f695ce0790b84,948400.477705301,69.94671648655847,8.71977680325e-07,7.646333198625e-07,7.933251631625e-07,318046.5,7.884027823125e-07,1275789.7274257704,1466.3775882410118,23.375,3.98520851056343,46426728.75,6994.671648655849,351301232652.2111,4992.315050194595,1.664466534501271e-14,8.215533539346996e-18,4.820663069552769e-15,370305176074.2857,4.897985258761436e-15,9082856466.095715,9154893.685337698,439.69642857142856,15.51363214125091,1934939608415298.8,49923150.50194595
0x02976320ef83e1413a9307b34c463a19ab484b5e,154695.7728462197,241.77371942366878,8.806481428771096e-06,8.051318503652446e-06,8.451208643942658e-06,118252.18764568765,8.373037745368298e-06,155312.14343322732,295142.4347881477,10.039627039627039,8.194406277120107,811194.7021484353,24177.371942366874,6092950586.247602,535008.0082850781,2.6509526824606583e-11,1.770925327643005e-11,2.1930301036661454e-11,26759355.919240423,2.0353353953359095e-11,6057411311.511288,26197974502.503136,258.11511397975806,332.41881827276643,2021976265420.748,5350080082.850782
0x029ebfd416fd0a8e19fe46bdc40917313ed482d7,7.3961945833333336e-09,603.3514174628722,154286161.3589534,105473997.5011934,131399797.97727591,-187346.5,7.3961945833333336e-09,138250849.33567476,31843.374853839527,154.83333333333334,90.47458761130599,9215878774.800234,201117.13915429078,1.5503056863364053e-18,1040219.9879812142,115436764834905.22,700942290458716.4,207455548737348.84,2679647.1,1.5503056863364053e-18,477989433541350.9,4732908845.0805235,56350.96666666666,23331.817515336206,2.281630894110653e+20,115579998664.57932
0x02c38d2cdb8c744f356ae7cf005e5762d90aaed7,1.6950005758333336e-08,2392.404502116221,8.506419663508131e+37,49965425.052193604,77727706.08943476,-355961.9166666667,1.6950005758333336e-08,8.506419663508131e+37,119728.65102881026,203.5,130.88935724844757,5762094422.807243,239240.45021162208,3.2266967367439896e-16,11047928.385147564,2.3681184706380364e+76,1187762920765573.0,2734854806084117.5,102697786239.17422,3.2266967367439896e-16,2.3681184706380364e+76,6729630817.289618,56481.545454545456,32439.128118198245,6.3371937061403705e+19,110479283851.4756
0x02d436dc483f445f63aac45b37db0ee661949842,7.094867367607341,257.62843336881076,6633.443092903363,6152.434728661373,6407.445621928536,-83908.34291581108,0.00028381882098055445,6312.9228338684725,252880.27299367657,9.862422997946611,9.71200821888746,19314.53007223653,25762.84333688108,24512.227440671082,1233236.488370264,57014234.959968716,51864829.38236019,55470700.35120481,56870061.686693534,2.8292576068559222e-08,53481183.35383712,87594121365.33357,725.9830912363424,2136.7114941066748,2933305101.5130234,12332364883.70264
0x02d87123005416a2869f8a192e2e47aae639db7e,8122.9322288408,4.281104626108721,0.0001827390783237461,0.0001692136350427056,0.00017865789313219665,88332.38202247191,0.0001748726550054899,9494.610467457744,896.890064864818,4.50561797752809,1.0451461051004973,5297.887434883212,1427.034875369574,88309627.3959283,85.85525632178283,7.332691115759574e-09,7.0620918047858e-09,6.95020830677617e-09,49505287.30694587,6.78377283551171e-09,122960625.98579922,1422201.8009875861,26.41189989785496,5.685100877463364,106314446.26817387,9539472.924642535
0x02daa5fdd4b474c13a8d6d141471b87fbd2452cd,71560.34448326942,22.031436007754113,1.0926416639674647e-05,9.745357391938027e-06,1.0189527048764786e-05,126426.67605633802,1.0101837189780281e-05,111955.66009037191,9625.009521793918,7.183098591549296,2.6254422218016726,171138.28409632514,7343.812002584706,2178806454.6890345,6214.563552587296,3.2616731288434564e-11,7.331773147481432e-12,8.776319931909883e-12,8400241488.936426,8.59699220199571e-12,2491637080.9248433,66027629.478014484,256.923138832998,91.28329617739709,149802024577.7988,690507061.3985881
0x02e9b41cfed25f5c14c3823e912ee0c8bf68be3e,1.917199516658084e-05,19.459459838730215,65052.438677666076,43316.89786054358,54850.56473690091,-109147.49101796407,1.9215910796293113e-05,57872.80816676443,10276.354764803293,11.386227544910179,3.4593228043936928,131813.15744927066,6486.486612910072,4.557315495003365e-11,768.0480910983996,690324964.8322752,449105374.30226445,424172837.12227154,10664044.53895812,4.452834427670035e-11,345147115.53374493,41889686.64320548,98.71824818830808,24.27691060425831,27165272871.027245,85338676.78871109
